2 , 1526994282 , 222
2 , 1526994300 , 223
2 , 1526994306 , 222
2 , 1526994367 , 223
2 , 1526994373 , 222
2 , 1526994379 , 223
2 , 1526994385 , 222
2 , 1526994409 , 223
2 , 1526994415 , 222
2 , 1526994440 , 223
2 , 1526994446 , 222
2 , 1526994738 , 223
2 , 1526994744 , 222
2 , 1526996732 , 221
2 , 1526996738 , 222
2 , 1526996756 , 221
2 , 1526996762 , 222
2 , 1526996973 , 221
2 , 1526996992 , 222
2 , 1526997010 , 221
2 , 1526997016 , 222
2 , 1526997028 , 221
2 , 1526997034 , 222
2 , 1526997052 , 221
2 , 1526997058 , 222
2 , 1526997082 , 221
2 , 1526997088 , 222
2 , 1526997107 , 221
2 , 1526997113 , 222
2 , 1526997125 , 221
2 , 1526997132 , 222
2 , 1526997138 , 221
2 , 1526997156 , 222
2 , 1526997162 , 221
2 , 1526997174 , 222
2 , 1526997180 , 221
2 , 1526997192 , 222
2 , 1526997204 , 221
2 , 1526997210 , 222
2 , 1526997216 , 221
2 , 1526997253 , 222
2 , 1526997265 , 221
2 , 1526997271 , 222
2 , 1526997277 , 221
2 , 1526997289 , 222
2 , 1526997295 , 221
2 , 1526997331 , 222
2 , 1526997337 , 221
2 , 1526997343 , 222
2 , 1526997350 , 221
2 , 1526997362 , 222
2 , 1526997368 , 221
2 , 1526997428 , 222
2 , 1526997434 , 221
2 , 1526997484 , 222
2 , 1526997490 , 221
2 , 1526997532 , 222
2 , 1526997538 , 221
2 , 1526997581 , 222
2 , 1526997587 , 221
2 , 1526997890 , 222
2 , 1526997902 , 221
2 , 1526997932 , 222
2 , 1526997950 , 221
2 , 1526997956 , 222
2 , 1526997962 , 221
2 , 1526997969 , 222
2 , 1526997975 , 221
2 , 1526998012 , 222
2 , 1526998024 , 221
2 , 1526998072 , 222
2 , 1526998078 , 221
2 , 1526999007 , 222
2 , 1526999043 , 223
2 , 1526999079 , 224
2 , 1526999091 , 225
2 , 1526999103 , 224
2 , 1526999158 , 225
2 , 1526999176 , 226
2 , 1526999188 , 225
2 , 1526999219 , 224
2 , 1526999231 , 225
2 , 1526999237 , 224
2 , 1526999346 , 223
2 , 1526999352 , 224
2 , 1526999388 , 223
2 , 1527000338 , 222
2 , 1527000344 , 223
2 , 1527000393 , 222
2 , 1527000399 , 223
2 , 1527000441 , 222
2 , 1527000447 , 223
2 , 1527000471 , 222
2 , 1527000477 , 223
2 , 1527000544 , 222
2 , 1527000550 , 223
2 , 1527000556 , 222
2 , 1527000562 , 223
2 , 1527000580 , 222
2 , 1527000592 , 223
2 , 1527000604 , 222
2 , 1527000616 , 223
2 , 1527000622 , 222
2 , 1527000628 , 223
2 , 1527000634 , 222
2 , 1527000647 , 223
2 , 1527000653 , 222
2 , 1527000659 , 223
2 , 1527000665 , 222
2 , 1527000671 , 223
2 , 1527000678 , 222
2 , 1527000714 , 223
2 , 1527000720 , 222
2 , 1527000726 , 223
2 , 1527000732 , 222
2 , 1527000738 , 223
2 , 1527000744 , 222
2 , 1527000768 , 223
2 , 1527000774 , 222
2 , 1527000780 , 223
2 , 1527000786 , 222
2 , 1527000798 , 223
2 , 1527000804 , 222
2 , 1527000817 , 223
2 , 1527000823 , 222
2 , 1527000835 , 223
2 , 1527000865 , 222
2 , 1527000913 , 223
2 , 1527001209 , 222
2 , 1527001215 , 223
2 , 1527001329 , 222
2 , 1527001335 , 223
2 , 1527001384 , 222
2 , 1527001396 , 223
2 , 1527001420 , 222
2 , 1527001432 , 223
2 , 1527001444 , 222
2 , 1527001456 , 223
2 , 1527001481 , 222
2 , 1527001487 , 223
2 , 1527001505 , 222
2 , 1527001511 , 223
2 , 1527001523 , 222
2 , 1527001535 , 223
2 , 1527001553 , 222
2 , 1527001572 , 223
2 , 1527001626 , 222
2 , 1527001651 , 223
2 , 1527001669 , 222
2 , 1527001681 , 223
2 , 1527001705 , 222
2 , 1527001729 , 223
2 , 1527001742 , 222
2 , 1527001754 , 223
2 , 1527001760 , 222
2 , 1527001766 , 223
2 , 1527001784 , 222
2 , 1527001796 , 223
2 , 1527001827 , 222
2 , 1527001845 , 223
2 , 1527001851 , 222
2 , 1527001887 , 223
2 , 1527001899 , 222
2 , 1527001924 , 223
2 , 1527001936 , 222
2 , 1527001954 , 223
2 , 1527001960 , 222
2 , 1527001966 , 223
2 , 1527001973 , 222
2 , 1527001979 , 223
2 , 1527001985 , 222
2 , 1527001991 , 223
2 , 1527001997 , 222
2 , 1527002003 , 223
2 , 1527002021 , 222
2 , 1527002058 , 223
2 , 1527002082 , 222
2 , 1527002094 , 223
2 , 1527002118 , 222
2 , 1527002130 , 223
2 , 1527002142 , 222
2 , 1527002148 , 223
2 , 1527002155 , 222
2 , 1527002161 , 223
2 , 1527002167 , 222
2 , 1527002173 , 223
2 , 1527002197 , 222
2 , 1527002203 , 223
2 , 1527002215 , 222
2 , 1527002221 , 223
2 , 1527002239 , 222
2 , 1527002252 , 223
2 , 1527002264 , 222
2 , 1527002270 , 223
2 , 1527002276 , 222
2 , 1527002288 , 223
2 , 1527002294 , 222
2 , 1527002306 , 223
2 , 1527002318 , 222
2 , 1527002330 , 223
2 , 1527002336 , 222
2 , 1527002343 , 223
2 , 1527002355 , 222
2 , 1527002367 , 223
2 , 1527002373 , 222
2 , 1527002385 , 223
2 , 1527002403 , 222
2 , 1527002415 , 223
2 , 1527002421 , 222
2 , 1527002446 , 223
2 , 1527002458 , 222
2 , 1527002476 , 223
